Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Women,Jeans,Low,13.24271335,31.27322268,Jeans in Women category,07:21.8,Out of Stock,162,86,13,Supplier_2,07:21.8,31.27322268,427.7606356,47,9/23/2023,38,203,0
Accessories,Dress,Premium,328.1162144,38.48042394,Dress in Accessories category,07:21.8,Out of Stock,56,80,15,Supplier_7,07:21.8,38.48042394,3431.546969,17,7/22/2024,30,0,0
Accessories,Bags,Premium,413.4035879,14.59371768,Bags in Accessories category,07:21.8,Out of Stock,95,88,15,Supplier_6,07:21.8,14.59371768,33541.90036,95,10/28/2020,44,0,0
Kids,Sneakers,Medium,99.95369222,35.42220754,Sneakers in Kids category,07:21.8,Available,3,18,23,Supplier_10,07:21.8,35.42220754,193.6436637,3,12/29/2022,52,249,0
Women,Dress,Premium,218.2951675,27.88540344,Dress in Women category,07:21.8,Out of Stock,338,75,7,Supplier_8,07:21.8,27.88540344,5667.216456,36,9/3/2023,35,245,140.25
Home,Sneakers,Medium,39.03966879,43.38894599,Sneakers in Home category,07:21.8,Out of Stock,58,88,29,Supplier_10,07:21.8,43.38894599,110.5038399,5,12/8/2023,49,61,0
Shoes,Bags,Premium,299.1745693,47.88015747,Bags in Shoes category,07:21.8,Out of Stock,375,80,28,Supplier_10,07:21.8,47.88015747,27287.63003,175,1/12/2024,2,33,0
Women,Bags,Low,23.43302472,24.82881456,Bags in Women category,07:21.8,Available,495,69,30,Supplier_1,07:21.8,24.82881456,3293.983022,187,5/21/2021,20,93,95.75
Men,Bags,Premium,484.1507815,16.77336402,Bags in Men category,07:21.8,Available,70,79,5,Supplier_3,07:21.8,16.77336402,20147.12043,50,3/11/2022,10,0,0
Accessories,Jacket,Premium,350.5353313,20.05541419,Jacket in Accessories category,07:21.8,Available,424,51,26,Supplier_5,07:21.8,20.05541419,116857.5858,417,11/15/2023,46,245,0
Men,Bags,Premium,415.4972994,45.78621812,Bags in Men category,07:21.8,Available,46,36,30,Supplier_1,07:21.8,45.78621812,10361.81278,46,10/1/2023,39,71,0
Men,Jacket,Low,20.30665449,32.49530852,Jacket in Men category,07:21.8,Available,220,54,24,Supplier_8,07:21.8,32.49530852,548.3177785,40,10/13/2023,41,0,0
Men,Shirt,Low,22.7139817,21.40472726,Shirt in Men category,07:21.8,Out of Stock,85,42,30,Supplier_5,07:21.8,21.40472726,1517.429849,85,6/28/2021,26,0,0
Accessories,Jeans,Medium,94.03493186,20.68079743,Jeans in Accessories category,07:21.8,Out of Stock,113,48,2,Supplier_10,07:21.8,20.68079743,8428.416665,113,9/10/2023,36,0,0
Men,Bags,Low,23.83867377,37.6351961,Bags in Men category,07:21.8,Out of Stock,116,29,1,Supplier_8,07:21.8,37.6351961,1724.565289,116,10/24/2021,42,65,0
Men,Dress,High,187.5516017,31.22317646,Dress in Men category,07:21.8,Available,273,13,12,Supplier_7,07:21.8,31.22317646,35214.82532,273,10/27/2023,43,0,0
Men,Jacket,Medium,46.87416617,17.61468287,Jacket in Men category,07:21.8,Available,9,74,20,Supplier_6,07:21.8,17.61468287,231.7045827,6,12/2/2022,48,282,0
Women,Sneakers,Premium,458.5651117,5.373560247,Sneakers in Women category,07:21.8,Available,270,79,17,Supplier_5,07:21.8,5.373560247,84615.14863,195,5/2/2022,18,52,0
Kids,Bags,Low,18.26031082,43.83078887,Bags in Kids category,07:21.8,Out of Stock,493,61,18,Supplier_6,07:21.8,43.83078887,2994.948381,292,7/2/2022,26,0,0
Kids,Jeans,Medium,95.68755156,46.11904853,Jeans in Kids category,07:21.8,Out of Stock,260,78,12,Supplier_2,07:21.8,46.11904853,13404.91444,260,4/7/2024,14,140,0
Home,Bags,Low,5.758193044,44.53952966,Bags in Home category,07:21.8,Out of Stock,333,34,16,Supplier_7,07:21.8,44.53952966,673.8329194,211,8/11/2021,32,0,0
Shoes,Bags,Premium,298.3998814,37.56685457,Bags in Shoes category,07:21.8,Out of Stock,471,80,11,Supplier_3,07:21.8,37.56685457,50301.11662,270,11/1/2021,44,84,0
Shoes,Jeans,Medium,59.68502477,38.94043587,Jeans in Shoes category,07:21.8,Available,232,46,9,Supplier_6,07:21.8,38.94043587,8418.429091,231,6/18/2021,24,60,0
Shoes,Sneakers,High,135.6549326,47.43569088,Sneakers in Shoes category,07:21.8,Out of Stock,409,36,23,Supplier_8,07:21.8,47.43569088,6560.159188,92,10/29/2021,43,183,0
Kids,Bags,High,136.8387916,8.94836798,Bags in Kids category,07:21.8,Available,434,86,8,Supplier_2,07:21.8,8.94836798,28282.82733,227,4/24/2021,16,216,0
Accessories,Dress,Medium,55.92396883,11.48120064,Dress in Accessories category,07:21.8,Out of Stock,437,48,10,Supplier_8,07:21.8,11.48120064,7425.483865,150,4/12/2024,15,145,0
Kids,Bags,High,114.49429,31.24598944,Bags in Kids category,07:21.8,Available,308,70,24,Supplier_3,07:21.8,31.24598944,9367.610535,119,8/5/2022,31,244,0
Kids,Jacket,Medium,65.71815576,12.77380527,Jacket in Kids category,07:21.8,Available,454,46,26,Supplier_3,07:21.8,12.77380527,18974.0608,331,10/7/2021,40,203,0
Women,Sneakers,High,147.8467272,38.16379728,Sneakers in Women category,07:21.8,Available,94,66,25,Supplier_8,07:21.8,38.16379728,8593.743384,94,8/30/2022,35,114,0
Men,Jeans,Low,18.48561227,23.40162961,Jeans in Men category,07:21.8,Out of Stock,243,11,26,Supplier_10,07:21.8,23.40162961,2081.47263,147,4/1/2022,13,83,0
Men,Bags,Medium,57.24679646,24.06730594,Bags in Men category,07:21.8,Out of Stock,367,74,13,Supplier_8,07:21.8,24.06730594,3912.213133,90,7/21/2021,29,105,0
Kids,Dress,Medium,85.83661856,12.90002042,Dress in Kids category,07:21.8,Out of Stock,376,62,9,Supplier_3,07:21.8,12.90002042,22952.44891,307,1/2/2022,52,113,0
Men,Jacket,Medium,71.12481554,14.16074803,Jacket in Men category,07:21.8,Out of Stock,381,46,25,Supplier_1,07:21.8,14.16074803,21856.97745,358,1/20/2024,3,26,0
Shoes,Jacket,Medium,65.27076488,33.20595599,Jacket in Shoes category,07:21.8,Out of Stock,336,96,9,Supplier_7,07:21.8,33.20595599,3008.191856,69,1/31/2022,5,0,0
Women,Jeans,Premium,319.5129482,23.0535431,Jeans in Women category,07:21.8,Available,154,40,10,Supplier_5,07:21.8,23.0535431,37861.49951,154,10/4/2023,40,44,0
Men,Jacket,Medium,83.88767661,5.920885737,Jacket in Men category,07:21.8,Available,330,75,8,Supplier_1,07:21.8,5.920885737,26043.85843,330,2/12/2024,7,129,0
Women,Sneakers,Low,23.9683909,43.70101222,Sneakers in Women category,07:21.8,Out of Stock,332,24,25,Supplier_5,07:21.8,43.70101222,499.2765742,37,10/4/2020,40,211,115.75
Kids,Sneakers,Medium,96.69078957,23.7544702,Sneakers in Kids category,07:21.8,Available,392,57,10,Supplier_6,07:21.8,23.7544702,6118.959596,83,12/10/2022,49,26,0
Home,Dress,Medium,30.12775899,22.80907877,Dress in Home category,07:21.8,Available,78,50,29,Supplier_2,07:21.8,22.80907877,1813.959787,78,12/31/2022,52,124,0
Kids,Sneakers,Premium,203.1043658,18.01653368,Sneakers in Kids category,07:21.8,Out of Stock,436,61,4,Supplier_6,07:21.8,18.01653368,2497.67999,15,6/25/2024,26,0,0
Women,Bags,Medium,31.13161068,17.94087516,Bags in Women category,07:21.8,Available,368,30,18,Supplier_1,07:21.8,17.94087516,1890.428218,74,3/2/2023,9,101,0
Women,Dress,Medium,40.84427007,21.6997736,Dress in Women category,07:21.8,Available,420,60,29,Supplier_6,07:21.8,21.6997736,9050.667129,283,11/22/2023,47,0,0
Men,Jacket,High,120.4653753,26.49732375,Jacket in Men category,07:21.8,Available,74,95,7,Supplier_1,07:21.8,26.49732375,4338.718465,49,4/9/2021,14,0,0
Shoes,Jacket,Premium,337.8498223,26.0967027,Jacket in Shoes category,07:21.8,Out of Stock,217,14,29,Supplier_8,07:21.8,26.0967027,54181.02842,217,4/8/2024,15,62,0
Shoes,Sneakers,High,117.9197494,29.53520468,Sneakers in Shoes category,07:21.8,Available,316,54,9,Supplier_10,07:21.8,29.53520468,15621.27909,188,7/12/2022,28,24,131.5
Kids,Dress,Premium,317.9167286,28.89935563,Dress in Kids category,07:21.8,Out of Stock,372,65,3,Supplier_3,07:21.8,28.89935563,60126.86413,266,5/4/2021,18,219,0
Accessories,Sneakers,Low,25.70596361,31.5511447,Sneakers in Accessories category,07:21.8,Available,450,66,5,Supplier_6,07:21.8,31.5511447,3184.774249,181,5/29/2023,22,183,0
Accessories,Sneakers,Medium,41.09210824,26.87780387,Sneakers in Accessories category,07:21.8,Out of Stock,220,60,22,Supplier_9,07:21.8,26.87780387,4747.497413,158,12/18/2020,51,83,154.25
Women,Shirt,Premium,380.1711016,34.07595256,Shirt in Women category,07:21.8,Out of Stock,33,82,25,Supplier_8,07:21.8,34.07595256,8270.597852,33,11/8/2022,45,154,0
Kids,Dress,Medium,71.18586414,10.93959061,Dress in Kids category,07:21.8,Out of Stock,479,44,3,Supplier_5,07:21.8,10.93959061,19336.51872,305,8/20/2023,33,42,138.75
Accessories,Jeans,Medium,96.35509783,30.12118715,Jeans in Accessories category,07:21.8,Out of Stock,414,68,5,Supplier_10,07:21.8,30.12118715,3703.248917,55,1/9/2023,2,69,0
Men,Jeans,High,181.2340318,25.12953712,Jeans in Men category,07:21.8,Available,406,86,2,Supplier_2,07:21.8,25.12953712,2713.81517,20,4/17/2024,16,0,0
Men,Shirt,Low,28.65902668,17.03404854,Shirt in Men category,07:21.8,Available,260,31,22,Supplier_9,07:21.8,17.03404854,5944.30854,250,5/15/2021,19,142,107.5
Men,Jacket,Medium,71.59037889,12.04820608,Jacket in Men category,07:21.8,Available,252,22,26,Supplier_7,07:21.8,12.04820608,15426.43051,245,8/13/2022,32,0,0
Men,Bags,High,112.2130122,38.33191361,Bags in Men category,07:21.8,Out of Stock,409,93,29,Supplier_6,07:21.8,38.33191361,3113.982778,45,8/9/2023,32,201,158.25
Shoes,Bags,Premium,211.4731761,23.53448042,Bags in Shoes category,07:21.8,Available,29,58,11,Supplier_5,07:21.8,23.53448042,4689.417825,29,10/7/2022,40,267,0
Home,Sneakers,Low,29.16336968,6.626401854,Sneakers in Home category,07:21.8,Available,347,51,3,Supplier_8,07:21.8,6.626401854,5881.871724,216,12/9/2022,49,12,0
Home,Bags,Premium,346.0461578,45.10984691,Bags in Home category,07:21.8,Available,67,11,7,Supplier_4,07:21.8,45.10984691,12726.33281,67,2/14/2024,7,0,0
Shoes,Shirt,Medium,84.06113846,24.42421362,Shirt in Shoes category,07:21.8,Available,261,80,3,Supplier_2,07:21.8,24.42421362,7877.703437,124,11/10/2022,45,98,0
Shoes,Jacket,Low,15.92759942,18.67351316,Jacket in Shoes category,07:21.8,Out of Stock,293,39,27,Supplier_3,07:21.8,18.67351316,3795.333614,293,11/30/2020,49,208,0
Women,Sneakers,Medium,86.66484709,7.543552842,Sneakers in Women category,07:21.8,Out of Stock,156,21,24,Supplier_8,07:21.8,7.543552842,12499.84921,156,2/21/2022,8,0,0
Women,Shirt,High,187.3931725,44.68024537,Shirt in Women category,07:21.8,Available,376,37,16,Supplier_5,07:21.8,44.68024537,3835.621398,37,3/13/2021,10,149,0
Home,Shirt,Premium,288.3932082,36.88396535,Shirt in Home category,07:21.8,Out of Stock,204,46,17,Supplier_7,07:21.8,36.88396535,37132.56088,204,12/6/2022,49,0,0
Men,Jacket,Premium,389.5354472,32.97520199,Jacket in Men category,07:21.8,Out of Stock,241,92,9,Supplier_2,07:21.8,32.97520199,62921.56855,241,12/9/2023,49,163,134.75
Accessories,Bags,Medium,48.33889308,37.37632326,Bags in Accessories category,07:21.8,Out of Stock,282,93,3,Supplier_5,07:21.8,37.37632326,5479.158178,181,6/29/2021,26,0,0
Women,Shirt,Premium,332.206365,29.23284558,Shirt in Women category,07:21.8,Available,179,12,2,Supplier_8,07:21.8,29.23284558,16926.69538,72,10/21/2023,42,0,0
Home,Dress,Low,14.46236823,12.1660911,Dress in Home category,07:21.8,Available,409,51,17,Supplier_9,07:21.8,12.1660911,5195.471104,409,12/25/2021,51,76,0
Accessories,Jacket,Low,5.274062003,17.84546804,Jacket in Accessories category,07:21.8,Available,248,45,10,Supplier_10,07:21.8,17.84546804,953.2338099,220,5/11/2023,19,19,105.75
Women,Sneakers,High,165.5155325,25.01104056,Sneakers in Women category,07:21.8,Available,255,37,9,Supplier_8,07:21.8,25.01104056,31650.18576,255,2/21/2024,8,84,0
Men,Shirt,Low,24.70523893,37.04432358,Shirt in Men category,07:21.8,Available,109,96,24,Supplier_7,07:21.8,37.04432358,1322.034774,85,11/4/2020,45,152,0
Kids,Jeans,Premium,315.6768527,36.97736333,Jeans in Kids category,07:21.8,Out of Stock,368,13,11,Supplier_3,07:21.8,36.97736333,30637.9729,154,9/21/2023,38,0,0
Shoes,Dress,Medium,70.27062786,25.72180402,Dress in Shoes category,07:21.8,Available,371,80,14,Supplier_10,07:21.8,25.72180402,15815.31367,303,5/3/2022,18,0,0
Shoes,Bags,Low,19.19480484,26.28034257,Bags in Shoes category,07:21.8,Out of Stock,17,11,17,Supplier_7,07:21.8,26.28034257,240.5558543,17,9/11/2022,36,49,105.25
Kids,Jacket,Low,10.66757746,49.73139495,Jacket in Kids category,07:21.8,Out of Stock,133,12,22,Supplier_7,07:21.8,49.73139495,713.2048368,133,1/5/2024,1,0,0
Men,Jeans,Medium,91.82021303,23.18076901,Jeans in Men category,07:21.8,Available,100,24,2,Supplier_4,07:21.8,23.18076901,7053.558154,100,7/22/2023,29,0,0
Kids,Jacket,Low,7.107127894,46.69081267,Jacket in Kids category,07:21.8,Out of Stock,436,77,19,Supplier_10,07:21.8,46.69081267,492.537776,130,9/24/2024,39,0,0
Men,Jacket,Premium,454.3598115,21.78874804,Jacket in Men category,07:21.8,Out of Stock,138,44,14,Supplier_3,07:21.8,21.78874804,12437.61739,35,9/5/2021,35,0,0
Men,Bags,Medium,59.37014119,22.16049584,Bags in Men category,07:21.8,Available,179,77,6,Supplier_3,07:21.8,22.16049584,5037.263164,109,7/4/2022,27,0,0
Shoes,Sneakers,Medium,64.14688373,5.000410624,Sneakers in Shoes category,07:21.8,Available,174,94,13,Supplier_5,07:21.8,5.000410624,4692.324263,77,4/19/2023,16,0,0
Home,Jacket,Premium,289.6194654,27.19951491,Jacket in Home category,07:21.8,Available,267,56,3,Supplier_10,07:21.8,27.19951491,56295.44832,267,1/1/2022,52,119,0
Accessories,Bags,Low,23.7484896,26.35468329,Bags in Accessories category,07:21.8,Available,252,71,19,Supplier_4,07:21.8,26.35468329,3148.137068,180,7/25/2024,30,0,0
Women,Jacket,Medium,74.72674314,33.29007591,Jacket in Women category,07:21.8,Available,340,35,3,Supplier_2,07:21.8,33.29007591,13060.74025,262,3/17/2024,11,185,0
Kids,Shirt,High,111.3510595,9.428899513,Shirt in Kids category,07:21.8,Out of Stock,459,35,28,Supplier_7,07:21.8,9.428899513,22187.4136,220,9/25/2023,39,0,0
Men,Sneakers,High,116.5304814,10.67199818,Sneakers in Men category,07:21.8,Available,170,25,30,Supplier_9,07:21.8,10.67199818,17696.03959,170,12/3/2021,48,0,0
Shoes,Dress,Low,19.36287361,24.66449753,Dress in Shoes category,07:21.8,Available,258,48,18,Supplier_10,07:21.8,24.66449753,3048.707689,209,5/11/2024,19,130,0
Shoes,Dress,Low,6.591571953,10.11949366,Dress in Shoes category,07:21.8,Out of Stock,236,98,14,Supplier_5,07:21.8,10.11949366,456.189445,77,5/5/2021,18,43,0
Accessories,Bags,High,139.2810761,7.075725332,Bags in Accessories category,07:21.8,Available,16,81,7,Supplier_5,07:21.8,7.075725332,2070.814875,16,7/12/2022,28,403,138
Men,Sneakers,Medium,34.85302303,20.23122858,Sneakers in Men category,07:21.8,Available,276,60,26,Supplier_10,07:21.8,20.23122858,1973.929807,71,2/10/2022,6,34,0
Accessories,Jacket,Premium,296.9469539,34.70772323,Jacket in Accessories category,07:21.8,Available,456,82,22,Supplier_7,07:21.8,34.70772323,64950.94805,335,2/11/2024,6,34,0
Men,Jacket,Premium,453.9788339,24.61959126,Jacket in Men category,07:21.8,Out of Stock,126,10,20,Supplier_2,07:21.8,24.61959126,43118.59867,126,4/5/2021,14,46,0
Home,Jeans,High,132.3273665,49.40095218,Jeans in Home category,07:21.8,Out of Stock,161,74,7,Supplier_2,07:21.8,49.40095218,9239.981467,138,6/21/2023,25,92,0
Accessories,Jeans,Premium,262.4580485,13.67795018,Jeans in Accessories category,07:21.8,Available,403,74,21,Supplier_1,07:21.8,13.67795018,60038.17935,265,7/31/2021,30,0,0
Men,Jeans,High,150.1094273,26.67595074,Jeans in Men category,07:21.8,Available,113,27,21,Supplier_10,07:21.8,26.67595074,12437.49307,113,12/22/2021,51,270,0
Accessories,Bags,Medium,50.5021767,43.65825299,Bags in Accessories category,07:21.8,Out of Stock,289,87,7,Supplier_9,07:21.8,43.65825299,4552.609381,160,3/6/2021,9,0,0
Kids,Shirt,Low,7.848581151,35.95830742,Shirt in Kids category,07:21.8,Available,269,43,4,Supplier_3,07:21.8,35.95830742,1352.091973,269,6/22/2022,25,192,0
Women,Dress,High,129.4531775,38.03300548,Dress in Women category,07:21.8,Out of Stock,291,19,28,Supplier_3,07:21.8,38.03300548,2968.075007,37,1/15/2024,3,230,0
Home,Sneakers,Medium,43.67616364,18.9438455,Sneakers in Home category,07:21.8,Available,62,96,23,Supplier_6,07:21.8,18.9438455,672.6421549,19,7/20/2021,29,213,168
Shoes,Jeans,Medium,36.72886687,33.96161601,Jeans in Shoes category,07:21.8,Out of Stock,138,27,23,Supplier_2,07:21.8,33.96161601,242.5515014,10,10/12/2022,41,23,0
Home,Jacket,High,174.5378412,45.62112563,Jacket in Home category,07:21.8,Available,351,89,2,Supplier_8,07:21.8,45.62112563,3416.821682,36,5/9/2024,19,0,0
Men,Jeans,High,197.6002342,15.05873163,Jeans in Men category,07:21.8,Out of Stock,243,15,6,Supplier_7,07:21.8,15.05873163,40786.12729,243,9/11/2023,37,37,0
Accessories,Jeans,Low,15.84795764,49.69748983,Jeans in Accessories category,07:21.8,Out of Stock,125,10,15,Supplier_8,07:21.8,49.69748983,996.4900629,125,10/31/2023,44,117,0
Men,Shirt,Premium,409.6163748,33.96092643,Shirt in Men category,07:21.8,Available,98,69,9,Supplier_3,07:21.8,33.96092643,26509.67219,98,9/26/2023,39,208,0
Home,Sneakers,Low,10.50444206,31.95737218,Sneakers in Home category,07:21.8,Out of Stock,36,71,2,Supplier_8,07:21.8,31.95737218,128.6549714,18,11/29/2020,48,38,0
Men,Sneakers,Premium,403.6920456,11.7188574,Sneakers in Men category,07:21.8,Out of Stock,462,16,5,Supplier_8,07:21.8,11.7188574,80899.15675,227,4/7/2024,14,0,0
Men,Dress,Medium,30.62149598,29.40637176,Dress in Men category,07:21.8,Out of Stock,105,95,5,Supplier_8,07:21.8,29.40637176,583.6542759,27,10/30/2021,43,0,0
Home,Jeans,High,146.4401221,39.17290968,Jeans in Home category,07:21.8,Out of Stock,411,68,22,Supplier_2,07:21.8,39.17290968,30196.51494,339,6/11/2021,23,97,0
Shoes,Jacket,Medium,34.90719478,11.91496407,Jacket in Shoes category,07:21.8,Out of Stock,313,99,2,Supplier_3,07:21.8,11.91496407,1260.668618,41,12/13/2020,50,0,0
Women,Sneakers,High,194.0887261,43.72774882,Sneakers in Women category,07:21.8,Available,82,48,26,Supplier_5,07:21.8,43.72774882,8955.883827,82,2/17/2023,7,0,0
Men,Jeans,Medium,59.76733121,22.23250711,Jeans in Men category,07:21.8,Available,387,50,1,Supplier_1,07:21.8,22.23250711,3253.568853,70,8/22/2024,34,0,0
Shoes,Sneakers,Low,25.43925823,36.12182528,Sneakers in Shoes category,07:21.8,Out of Stock,158,28,19,Supplier_3,07:21.8,36.12182528,2567.521144,158,11/19/2022,46,228,256.75
Men,Bags,High,109.073791,34.93382813,Bags in Men category,07:21.8,Out of Stock,348,85,23,Supplier_5,07:21.8,34.93382813,20794.25112,293,8/19/2022,33,159,164.5
Men,Sneakers,Medium,30.01895832,40.53838971,Sneakers in Men category,07:21.8,Out of Stock,58,17,27,Supplier_9,07:21.8,40.53838971,1035.285848,58,5/16/2023,20,0,0
Men,Jacket,High,199.9643734,31.8667179,Jacket in Men category,07:21.8,Out of Stock,265,17,29,Supplier_6,07:21.8,31.8667179,20436.34359,150,5/31/2021,22,244,0
Shoes,Dress,Medium,45.33001377,47.79168774,Dress in Shoes category,07:21.8,Available,397,80,4,Supplier_2,07:21.8,47.79168774,7809.791596,330,6/13/2023,24,210,177
Accessories,Bags,High,146.1220905,18.32814619,Bags in Accessories category,07:21.8,Available,191,52,18,Supplier_3,07:21.8,18.32814619,21481.31162,180,4/14/2023,15,299,0
Shoes,Jacket,Low,6.072200514,15.52122173,Jacket in Shoes category,07:21.8,Out of Stock,381,93,6,Supplier_9,07:21.8,15.52122173,743.8095173,145,11/30/2020,49,0,0
Women,Dress,Premium,458.7443252,43.81723002,Dress in Women category,07:21.8,Out of Stock,333,56,23,Supplier_3,07:21.8,43.81723002,28093.14432,109,11/24/2020,48,180,0
Men,Jeans,Low,19.37482774,27.95168761,Jeans in Men category,07:21.8,Available,352,10,5,Supplier_4,07:21.8,27.95168761,2526.621792,181,3/15/2022,11,0,0
Kids,Bags,High,110.040823,10.2663331,Bags in Kids category,07:21.8,Out of Stock,29,43,2,Supplier_3,07:21.8,10.2663331,2666.078971,27,10/12/2020,42,335,0
Home,Dress,Medium,44.82948703,14.93757471,Dress in Home category,07:21.8,Available,350,90,23,Supplier_10,07:21.8,14.93757471,7054.614049,185,7/18/2023,29,36,0
Women,Bags,Premium,446.1286448,36.50881864,Bags in Women category,07:21.8,Out of Stock,293,75,8,Supplier_8,07:21.8,36.50881864,50135.66541,177,6/5/2023,23,21,0
Shoes,Dress,High,185.2637825,45.50664379,Dress in Shoes category,07:21.8,Available,40,38,30,Supplier_9,07:21.8,45.50664379,4038.258116,40,7/24/2021,29,245,0
Home,Bags,Premium,335.2381184,31.1754895,Bags in Home category,07:21.8,Out of Stock,282,49,20,Supplier_5,07:21.8,31.1754895,65064.73032,282,12/22/2023,51,54,0
Women,Bags,Premium,465.8958874,33.64554682,Bags in Women category,07:21.8,Available,374,92,10,Supplier_3,07:21.8,33.64554682,70793.67108,229,10/22/2021,42,23,0
Home,Shirt,Low,21.03164597,12.6024691,Shirt in Home category,07:21.8,Available,148,94,25,Supplier_7,07:21.8,12.6024691,2720.408615,148,11/17/2020,47,0,0
Shoes,Shirt,Medium,80.91448189,23.40157481,Shirt in Shoes category,07:21.8,Available,236,35,21,Supplier_8,07:21.8,23.40157481,8801.04908,142,8/9/2023,32,283,0
Men,Dress,High,184.4227081,13.09709388,Dress in Men category,07:21.8,Available,125,84,11,Supplier_2,07:21.8,13.09709388,20033.58661,125,9/1/2024,35,311,0
Kids,Bags,Low,15.23663033,49.33621156,Bags in Kids category,07:21.8,Available,8,97,3,Supplier_5,07:21.8,49.33621156,61.75563327,8,4/6/2023,14,95,0
Men,Dress,High,133.465325,41.15894891,Dress in Men category,07:21.8,Available,317,10,10,Supplier_4,07:21.8,41.15894891,2434.504402,31,7/12/2021,28,183,0
Men,Bags,Premium,281.8798237,9.50091874,Bags in Men category,07:21.8,Available,15,71,16,Supplier_4,07:21.8,9.50091874,3826.47976,15,1/4/2022,1,221,0
Shoes,Shirt,Medium,51.52300621,11.66922589,Shirt in Shoes category,07:21.8,Out of Stock,138,28,22,Supplier_3,07:21.8,11.66922589,2639.618873,58,2/20/2023,8,115,0
Home,Dress,Medium,37.18632231,16.54078222,Dress in Home category,07:21.8,Available,399,66,27,Supplier_3,07:21.8,16.54078222,9000.269981,290,3/28/2022,13,0,0
Men,Shirt,Medium,97.14040415,20.25783939,Shirt in Men category,07:21.8,Out of Stock,451,27,8,Supplier_1,07:21.8,20.25783939,11696.74042,151,6/28/2024,26,19,0
Home,Jeans,High,183.3349204,18.96154727,Jeans in Home category,07:21.8,Available,249,41,2,Supplier_6,07:21.8,18.96154727,13222.88867,89,11/3/2022,44,109,0
Men,Bags,Premium,397.4501126,38.66326369,Bags in Men category,07:21.8,Available,441,82,3,Supplier_5,07:21.8,38.66326369,72647.31241,298,4/9/2022,14,83,0
Men,Dress,Premium,258.1294523,9.993466425,Dress in Men category,07:21.8,Out of Stock,343,24,29,Supplier_7,07:21.8,9.993466425,79690.34664,343,6/26/2023,26,40,0
Men,Jacket,Premium,494.5023971,6.522428836,Jacket in Men category,07:21.8,Available,201,29,16,Supplier_5,07:21.8,6.522428836,92912.01486,201,9/2/2023,35,233,194.5
Home,Sneakers,Medium,84.49880256,32.84691,Sneakers in Home category,07:21.8,Out of Stock,195,41,2,Supplier_4,07:21.8,32.84691,1645.563151,29,4/4/2022,14,75,0
Shoes,Jacket,Low,17.08462341,12.36575153,Jacket in Shoes category,07:21.8,Available,407,24,7,Supplier_4,07:21.8,12.36575153,5659.408944,378,1/17/2023,3,0,0
Accessories,Jeans,Low,20.16378903,36.52180942,Jeans in Accessories category,07:21.8,Available,263,63,26,Supplier_4,07:21.8,36.52180942,3366.297016,263,7/29/2021,30,2,102
Kids,Jeans,High,117.191767,16.51123097,Jeans in Kids category,07:21.8,Available,337,44,17,Supplier_2,07:21.8,16.51123097,26417.3302,270,3/29/2022,13,317,0
Accessories,Shirt,Medium,71.16697639,40.07018698,Shirt in Accessories category,07:21.8,Available,314,74,26,Supplier_1,07:21.8,40.07018698,9383.051894,220,4/7/2024,14,59,0
Home,Bags,Low,11.42652222,14.71672129,Bags in Home category,07:21.8,Available,379,22,13,Supplier_10,07:21.8,14.71672129,3664.08721,376,2/20/2023,8,0,0
Women,Jeans,Low,24.6830026,48.85265578,Jeans in Women category,07:21.8,Out of Stock,17,24,14,Supplier_10,07:21.8,48.85265578,201.9952048,16,1/11/2022,2,168,0
Men,Sneakers,Low,27.45681251,41.04357847,Sneakers in Men category,07:21.8,Out of Stock,445,84,21,Supplier_8,07:21.8,41.04357847,2444.320672,151,5/8/2022,18,0,0
Home,Jacket,Medium,82.44305493,22.7172852,Jacket in Home category,07:21.8,Available,34,47,13,Supplier_6,07:21.8,22.7172852,2166.283855,34,6/2/2021,22,0,0
Kids,Jacket,High,164.7675437,10.56746052,Jacket in Kids category,07:21.8,Out of Stock,0,40,21,Supplier_5,07:21.8,10.56746052,0,0,6/30/2024,26,156,0
Women,Shirt,Premium,270.3927003,40.08177974,Shirt in Women category,07:21.8,Available,194,89,18,Supplier_10,07:21.8,40.08177974,31430.81179,194,7/30/2024,31,2,0
Women,Shirt,Premium,353.8684817,33.37483824,Shirt in Women category,07:21.8,Available,448,61,8,Supplier_3,07:21.8,33.37483824,84639.79597,359,7/11/2023,28,334,0
Accessories,Jacket,High,172.4932821,24.51154366,Jacket in Accessories category,07:21.8,Out of Stock,312,59,26,Supplier_8,07:21.8,24.51154366,21094.42758,162,7/24/2022,29,138,0
Women,Shirt,Low,8.873676972,41.55635487,Shirt in Women category,07:21.8,Available,307,39,27,Supplier_7,07:21.8,41.55635487,1187.616964,229,8/13/2024,33,113,0
Home,Jacket,Low,25.8673041,13.23832019,Jacket in Home category,07:21.8,Available,480,34,18,Supplier_4,07:21.8,13.23832019,9134.263377,407,12/12/2022,50,153,0
Men,Shirt,High,125.4486475,21.53619765,Shirt in Men category,07:21.8,Available,145,44,14,Supplier_4,07:21.8,21.53619765,13091.42659,133,9/27/2022,39,13,0
